Wavelength,Spectra 1,Spectra 2,Spectra 3,Spectra 4,Spectra 5
2393,0.97684,0.980613,0.976686,0.967232,0.984903
2394,0.976173,0.981097,0.977411,0.966593,0.985246
2395,0.975677,0.981635,0.978171,0.965354,0.98561
2396,0.975384,0.982153,0.978991,0.96438,0.986141
2397,0.975063,0.982395,0.979981,0.963822,0.986364
2398,0.974476,0.982436,0.981093,0.963039,0.986493
2399,0.973908,0.982478,0.982097,0.962492,0.986921
2400,0.973776,0.983048,0.983099,0.962293,0.987333
2401,0.974005,0.983513,0.983988,0.961974,0.9881
2402,0.974189,0.984016,0.984772,0.96152,0.98898
2403,0.974332,0.984686,0.985609,0.961315,0.989198
2404,0.974423,0.985133,0.986583,0.961452,0.98949
2405,0.974672,0.985713,0.987427,0.961726,0.990042
2406,0.974955,0.98675,0.988076,0.961891,0.990215
2407,0.975117,0.987479,0.988915,0.962169,0.990797
2408,0.975279,0.988163,0.989829,0.962427,0.991786
2409,0.975613,0.989271,0.990484,0.962034,0.99209
2410,0.975758,0.990056,0.991203,0.961986,0.992588
2411,0.975903,0.990781,0.991869,0.962424,0.993825
2412,0.976675,0.991848,0.992159,0.962251,0.994722
2413,0.977076,0.992835,0.992728,0.962023,0.995295
2414,0.977705,0.993592,0.993136,0.962234,0.995825
2415,0.97822,0.994362,0.993154,0.961521,0.996321
2416,0.97785,0.994992,0.993474,0.960076,0.996917
2417,0.977502,0.995424,0.994016,0.960067,0.997436
2418,0.977943,0.996012,0.994923,0.960057,0.99818
2419,0.978324,0.996648,0.995756,0.959506,0.998992
2420,0.978357,0.997313,0.99553,0.959275,0.999363
2421,0.97815,0.997997,0.995085,0.958378,0.999554
2422,0.977623,0.998737,0.995046,0.956845,0.999833
2423,0.976961,0.999386,0.994951,0.95573,1
2424,0.97638,0.999916,0.994856,0.955132,0.999976
2425,0.975998,1,0.994761,0.954492,1
2426,0.975375,0.999623,0.994162,0.953342,0.999999
2427,0.974645,0.999712,0.99352,0.952404,0.999652
2428,0.974156,0.999666,0.993292,0.951495,0.999372
2429,0.97318,0.999418,0.992888,0.950382,0.999223
2430,0.972277,0.99917,0.991851,0.949911,0.999024
2431,0.971889,0.999112,0.991204,0.949319,0.998737
2432,0.971264,0.998415,0.990988,0.948559,0.998297
2433,0.970881,0.997711,0.990555,0.94855,0.997754
2434,0.970237,0.997075,0.990007,0.948287,0.996881
2435,0.969077,0.996059,0.98919,0.947531,0.996139
2436,0.968376,0.994888,0.987753,0.947339,0.995517
2437,0.967829,0.993931,0.986167,0.947253,0.99426
2438,0.967663,0.992748,0.985283,0.946834,0.993061
2439,0.967333,0.991424,0.984652,0.947241,0.992362
2440,0.9661,0.990547,0.983977,0.947938,0.991684
2441,0.965388,0.989634,0.982866,0.948168,0.990881
2442,0.965191,0.988088,0.981025,0.949143,0.989859
2443,0.964784,0.98634,0.979435,0.949943,0.988452
2444,0.964441,0.984344,0.978164,0.949612,0.986552
2445,0.964226,0.982928,0.977725,0.948397,0.984955
2446,0.964259,0.981601,0.977125,0.948699,0.984143
2447,0.964338,0.979372,0.976232,0.950497,0.982983
2448,0.964375,0.97847,0.975606,0.951152,0.981704
2449,0.964123,0.977874,0.974362,0.951174,0.980797
2450,0.963531,0.976559,0.974163,0.951848,0.980007
2451,0.963345,0.975551,0.973964,0.951992,0.979274
2452,0.962897,0.973924,0.973525,0.952135,0.978322
2453,0.961487,0.971677,0.972492,0.952279,0.976907
2454,0.960499,0.970182,0.97187,0.952621,0.975779
2455,0.960049,0.969437,0.970951,0.952706,0.975021
2456,0.960223,0.968848,0.970302,0.952791,0.974061
2457,0.961443,0.968244,0.970865,0.952877,0.973813
2458,0.962107,0.968178,0.971559,0.95294,0.973565
2459,0.962198,0.968485,0.972048,0.954258,0.973553
2460,0.962289,0.968647,0.972275,0.954713,0.97331
2461,0.963009,0.968964,0.97256,0.955496,0.974409
2462,0.963719,0.969653,0.973328,0.956279,0.975381
2463,0.96497,0.969809,0.973898,0.958304,0.975516
2464,0.965848,0.969937,0.975672,0.95951,0.975652
2465,0.966062,0.971346,0.977759,0.962014,0.977205
2466,0.966788,0.972191,0.978084,0.963599,0.977998
2467,0.968531,0.972553,0.97832,0.963865,0.97876
2468,0.970439,0.974178,0.978651,0.964131,0.980155
2469,0.971898,0.976101,0.978883,0.965633,0.980727
2470,0.973176,0.978,0.980319,0.967068,0.981259
2471,0.973808,0.979973,0.982692,0.969638,0.982932
2472,0.974958,0.980997,0.984039,0.971955,0.984667
2473,0.977352,0.981766,0.984328,0.972868,0.986095
2474,0.979964,0.983386,0.985214,0.974322,0.987725
2475,0.982376,0.984231,0.98583,0.975912,0.989434
2476,0.983985,0.985274,0.985989,0.977804,0.990923
2477,0.985246,0.987148,0.987091,0.980113,0.992102
2478,0.987338,0.988058,0.9885,0.981201,0.992728
2479,0.989882,0.989307,0.989083,0.982849,0.993124
2480,0.990829,0.990268,0.9897,0.985009,0.99352
2481,0.991435,0.990534,0.991142,0.986923,0.995698
2482,0.992552,0.991044,0.991948,0.989517,0.997099
2483,0.992595,0.991906,0.992352,0.990786,0.997259
2484,0.993506,0.9935,0.993519,0.991115,0.996669
2485,0.994754,0.994525,0.994282,0.992746,0.995251
2486,0.99483,0.994529,0.994278,0.994635,0.995161
2487,0.994907,0.994604,0.9935,0.995418,0.996476
2488,0.994984,0.994679,0.992578,0.996038,0.996573
2489,0.99578,0.995226,0.993023,0.996628,0.99667
2490,0.996607,0.995562,0.993471,0.996856,0.996767
2491,0.997459,0.995756,0.993815,0.996352,0.997938
2492,0.997845,0.994796,0.993933,0.995595,0.999109
2493,0.998159,0.995282,0.994051,0.995255,1
2494,0.998885,0.997097,0.994169,0.99209,0.998639
2495,0.997774,0.996777,0.994286,0.991813,0.998515
2496,0.994068,0.996252,0.998757,0.994969,0.998406
2497,0.993586,0.996415,1,0.995003,0.99821
2498,0.993529,0.993466,1,0.995476,0.997957
2499,0.994253,0.994404,1,0.99778,0.999067
2500,1,1,1,1,1
